record	id	plot	x	y	peak	comments	date	temp	stage
7	H426	H05					06/07/2017		VL
7	H427	H05					06/07/2017		W
7	H428	H05					06/07/2017		X
7	H429	H05					06/07/2017		VS
7	H430	H05					06/07/2017		W
7	H431	H05					06/07/2017		W
7	H432	H05					06/07/2017		B4
7	H433	H05					06/07/2017		W
7	H434	H05					06/07/2017		VL
7	H435	H05					06/07/2017		W
7	H436	H05					06/07/2017		VL
7	H437	H05					06/07/2017		W
7	H438	H05					06/07/2017		W
7	H439	H05					06/07/2017		B4
7	H440	H05					06/07/2017		W
7	H441	H05					06/07/2017		W
7	H442	H05					06/07/2017		FL
7	H443	H05					06/07/2017		W
7	H444	H05					06/07/2017		B4
7	H445	H05					06/07/2017		VL
7	H446	H05					06/07/2017		W
7	H447	H05					06/07/2017		W
7	H448	H05					06/07/2017		FL
7	H449	H05					06/07/2017		W
7	H316	H08					04/07/2017		VL
7	H317	H08					04/07/2017		W
7	H318	H08					04/07/2017		VL
7	H319	H08					04/07/2017		B4
7	H320	H08					04/07/2017		W
7	H321	H08					04/07/2017		B1
7	H322	H08					04/07/2017		W
7	H323	H08					04/07/2017		W
7	H324	H08					04/07/2017		VS
7	H325	H08					04/07/2017		VL
7	H326	H08					04/07/2017		VS
7	H327	H08					04/07/2017		VS
7	H328	H08					04/07/2017		X
7	H329	H08					04/07/2017		VL
7	H330	H08					04/07/2017		VL
7	H331	H08					04/07/2017		VL
7	H332	H08					04/07/2017		VL
7	H333	H08					04/07/2017		W
7	H334	H08					04/07/2017		VS
7	H335	H08					04/07/2017		W
7	H336	H08					04/07/2017		FL
7	H337	H08					04/07/2017		W
7	H338	H08					04/07/2017		W
7	H339	H08					04/07/2017		VL
7	H340	H08					04/07/2017		W
7	H341	H08					04/07/2017		W
7	H342	H08					04/07/2017		B4
7	H343	H08					04/07/2017		VL
7	H344	H08					04/07/2017		W
7	H345	H08					04/07/2017		W
7	H346	H09					04/07/2017		FL
7	H347	H09					04/07/2017		W
7	H348	H09					04/07/2017		VS
7	H349	H09					04/07/2017		B4
7	H350	H09					04/07/2017		VS
7	H351	H09					04/07/2017		VL
7	H352	H09					04/07/2017		W
7	H353	H09					04/07/2017		W
7	H354	H09					04/07/2017		W
7	H355	H09					04/07/2017		B4
7	H356	H09					04/07/2017		W
7	H357	H09					04/07/2017		W
7	H358	H09					04/07/2017		W
7	H359	H09					04/07/2017		W
7	H360	H09					04/07/2017		W
7	H361	H09					04/07/2017		B4
7	H362	H09					04/07/2017		VS
7	H363	H09					04/07/2017		W
7	H364	H09					04/07/2017		VS
7	H365	H09					04/07/2017		FL
7	H366	H09					04/07/2017		W
7	H367	H09					04/07/2017		VS
7	H368	H09					04/07/2017		VS
7	H370	H09					04/07/2017		W
7	H371	H09					04/07/2017		VS
7	H372	H09					04/07/2017		B4
7	H373	H09					04/07/2017		FL
7	H374	H09					04/07/2017		VS
7	H375	H09					04/07/2017		X
7	H376	H10					07/07/2017		X
7	H377	H10					07/07/2017		VL
7	H378	H10					07/07/2017		W
7	H379	H10					07/07/2017		B2
7	H380	H10					07/07/2017		W
7	H381	H10					07/07/2017		VL
7	H382	H10					07/07/2017		VL
7	H383	H10					07/07/2017		VL
7	H384	H10					07/07/2017		W100
7	H385	H10					07/07/2017		W100
7	H386	H10					07/07/2017		B1
7	H387	H10					07/07/2017		W100
7	H388	H10					07/07/2017		VL
7	H389	H10					07/07/2017		G
7	H390	H10					07/07/2017		W
7	H391	H10					07/07/2017		W
7	H392	H10					07/07/2017		W
7	H393	H10					07/07/2017		W100
7	H394	H10					07/07/2017		W
7	H395	H10					07/07/2017		B2
7	H396	H10					07/07/2017		W
7	H398	H10					07/07/2017		VL
7	H399	H10					07/07/2017		W
7	H800	H10					07/07/2017		W
7	H801	H10					07/07/2017		VL
7	H802	H10					07/07/2017		W
7	H803	H10					07/07/2017		X
7	H804	H10					07/07/2017		W
7	H805	H10					07/07/2017		G
7	H806	H13					07/07/2017		W/G
7	H807	H13					07/07/2017		W
7	H808	H13					07/07/2017		VL
7	H809	H13					07/07/2017		W/G
7	H810	H13					07/07/2017		W
7	H811	H13					07/07/2017		W
7	H812	H13					07/07/2017		W/G
7	H813	H13					07/07/2017		W/G
7	H814	H13					07/07/2017		W
7	H815	H13					07/07/2017		W/G
7	H816	H13					07/07/2017		W
7	H817	H13					07/07/2017		W/G
7	H818	H13					07/07/2017		W
7	H819	H13					07/07/2017		W100
7	H820	H13					07/07/2017		W
7	H821	H13					07/07/2017		W
7	H822	H13					07/07/2017		W
7	H823	H13					07/07/2017		B4
7	H824	H13					07/07/2017		W
7	H825	H13					07/07/2017		SG
7	H826	H13					07/07/2017		VL
7	H827	H13					07/07/2017		W/G
7	H828	H13					07/07/2017		W
7	H829	H13					07/07/2017		W/G
7	H830	H13					07/07/2017		W/G
7	H831	H13					07/07/2017		X
7	H832	H13					07/07/2017		VL
7	H833	H13					07/07/2017		W/G
7	H834	HC1					26/07/2017		W100
7	H835	HC1					26/07/2017		W100
7	H836	HC1					26/07/2017		VL
7	H837	HC1					26/07/2017		W100
7	H838	HC1					26/07/2017		W100
7	H839	HC1					26/07/2017		W100
7	H840	HC1					26/07/2017		W100
7	H841	HC1					26/07/2017		W100
7	H842	HC1					26/07/2017		W
7	H843	HC1					26/07/2017		X
7	H844	HC1					26/07/2017		W100
7	H845	HC1					26/07/2017		W100
7	H846	HC1					26/07/2017		W100
7	H847	HC1					26/07/2017		W100
7	H848	HC1					26/07/2017		W100
7	H849	HC1					26/07/2017		VL
7	H850	HC1					26/07/2017		W100
7	H851	HC1					26/07/2017		X
7	H852	HC1					26/07/2017		W100
7	H853	HC1					26/07/2017		B3
7	H854	HC1					26/07/2017		W100
7	H855	HC1					26/07/2017		X
7	H856	HC1					26/07/2017		VL
7	H857	HC1					26/07/2017		D
7	H858	HC1					26/07/2017		X
7	H859	HC1					26/07/2017		W
7	H860	HC1					26/07/2017		B1
7	H861	HC1					26/07/2017		W
7	H862	HC1					26/07/2017		B3
7	H863	HC1					26/07/2017		W100
7	H864	HC2a					26/07/2017		W100
7	H865	HC2a					26/07/2017		VL
7	H866	HC2a					26/07/2017		W
7	H867	HC2a					26/07/2017		VL
7	H868	HC2a					26/07/2017		VL
7	H869	HC2a					26/07/2017		W100
7	H870	HC2a					26/07/2017		W100
7	H871	HC2a					26/07/2017		W100
7	H872	HC2a					26/07/2017		W100
7	H873	HC2a					26/07/2017		W100
7	H874	HC2a					26/07/2017		W100
7	H875	HC2a					26/07/2017		W100
7	H876	HC2a					26/07/2017		VL
7	H877	HC2a					26/07/2017		VL
7	H878	HC2a					26/07/2017		W100
7	H879	HC2a					26/07/2017		W
7	H880	HC2a					26/07/2017		W100
7	H881	HC2a					26/07/2017		W100
7	H882	HC2a					26/07/2017		W100
7	H883	HC2a					26/07/2017		W100
7	H884	HC2a					26/07/2017		W100
7	H885	HC2a					26/07/2017		W100
7	H886	HC2b					26/07/2017		VS
7	H887	HC2b					26/07/2017		VS
7	H888	HC2b					26/07/2017		SG
7	H889	HC2b					26/07/2017		W100
7	H890	HC2b					26/07/2017		VS
7	H891	HC2b					26/07/2017		W100
7	H892	HC2b					26/07/2017		W100
7	H893	HC2b					26/07/2017		VL
7	H894	HC4					27/07/2017		W100
7	H895	HC4					27/07/2017		W100
7	H896	HC4					27/07/2017		W100
7	H897	HC4					27/07/2017		X
7	H898	HC4					27/07/2017		X
7	H899	HC4					27/07/2017		W100
7	H1100	HC4					27/07/2017		W100
7	H1101	HC4					27/07/2017		W100
7	H1102	HC4					27/07/2017		W100
7	H1103	HC4					27/07/2017		W100
7	H1104	HC4					27/07/2017		W
7	H1105	HC4					27/07/2017		VL
7	H1106	HC4					27/07/2017		W100
7	H1107	HC4					27/07/2017		W100
7	H1108	HC4					27/07/2017		W100
7	H1109	HC4					27/07/2017		W100
7	H1110	HC4					27/07/2017		W100
7	H1111	HC4					27/07/2017		W100
7	H1113	HC4					27/07/2017		W100
7	H1114	HC4					27/07/2017		VS
7	H1115	HC4					27/07/2017		W100
7	H1116	HC4					27/07/2017		D
7	H1117	HC4					27/07/2017		W100
7	H1118	HC4					27/07/2017		W100
7	H1119	HC4					27/07/2017		W100
7	H1120	HC4					27/07/2017		X
7	H1121	HC4					27/07/2017		B3
7	H1122	HC4					27/07/2017		W100
7	H1123	HC4					27/07/2017		W100
7	H1124	HC5					27/07/2017		W100
7	H1125	HC5					27/07/2017		X
7	H1126	HC5					27/07/2017		B3
7	H1127	HC5					27/07/2017		VL
7	H1128	HC5					27/07/2017		VL
7	H1129	HC5					27/07/2017		X
7	H1130	HC5					27/07/2017		W100
7	H1131	HC5					27/07/2017		VL
7	H1132	HC5					27/07/2017		W100
7	H1133	HC5					27/07/2017		W100
7	H1134	HC5					27/07/2017		W100
7	H1135	HC5					27/07/2017		X
7	H1136	HC5					27/07/2017		W100
7	H1137	HC5					27/07/2017		W100
7	H1138	HC5					27/07/2017		W100
7	H1139	HC5					27/07/2017		W100
7	H1140	HC5					27/07/2017		W100
7	H1141	HC5					27/07/2017		VL
7	H1142	HC5					27/07/2017		W100
7	H1143	HC5					27/07/2017		X
7	H1144	HC5					27/07/2017		W100
7	H1145	HC5					27/07/2017		VS
7	H1146	HC5					27/07/2017		W100
7	H1147	HC5					27/07/2017		W100
7	H1148	HC5					27/07/2017		W100
7	H1149	HC5					27/07/2017		W100
7	H1150	HC5					27/07/2017		SG
7	H1151	HC5					27/07/2017		W100
7	H1152	HC5					27/07/2017		VL
7	H1153	HC5					27/07/2017		X
7	H1154	HC6					27/07/2017		W100
7	H1155	HC6					27/07/2017		W100
7	H1156	HC6					27/07/2017		W100
7	H1157	HC6					27/07/2017		VS
7	H1158	HC6					27/07/2017		W100
7	H1160	HC6					27/07/2017		VS
7	H1161	HC6					27/07/2017		VS
7	H1162	HC6					27/07/2017		W100
7	H1165	HC6					27/07/2017		wrong sp/
7	H1166	HC6					27/07/2017		wrong sp/
7	H1168	HC6					27/07/2017		W100
7	H1169	HC6					27/07/2017		W100
7	H1170	HC6					27/07/2017		VL
7	H1171	HC6					27/07/2017		W100
7	H1172	HC6					27/07/2017		W100
7	H1173	HC6					27/07/2017		W100
7	H1177	HC6					27/07/2017		W100
7	H1178	HC6					27/07/2017		W100
7	H1179	HC6					27/07/2017		VL
7	H1181	HC6					27/07/2017		VL
7	H1182	HC6					27/07/2017		W100
7	H1183	HC6					27/07/2017		W100
8	H1	H01					11/07/2017		W100
8	H2	H01					11/07/2017		X
8	H3	H01					11/07/2017		W100
8	H4	H01					11/07/2017		W
8	H5	H01					11/07/2017		W100
8	H6	H01					11/07/2017		W
8	H7	H01					11/07/2017		W100
8	H8	H01					11/07/2017		W
8	H9	H01					11/07/2017		VL
8	H10	H01					11/07/2017		VL
8	H11	H01					11/07/2017		VS
8	H12	H01					11/07/2017		W100
8	H13	H01					11/07/2017		W100
8	H14	H01					11/07/2017		W
8	H15	H01					11/07/2017		B1
8	H16	H01					11/07/2017		G
8	H17	H01					11/07/2017		W
8	H18	H01					11/07/2017		VL
8	H19	H01					11/07/2017		W100
8	H20	H01					11/07/2017		W
8	H21	H01					11/07/2017		W100
8	H22	H01					11/07/2017		W100
8	H23	H01					11/07/2017		W
8	H24	H01					11/07/2017		W100
8	H25	H01					11/07/2017		W
8	H26	H01					11/07/2017		W
8	H27	H01					11/07/2017		SG
8	H28	H01					11/07/2017		W100
8	H29	H01					11/07/2017		X
8	H30	H01					11/07/2017		W100
8	H31	H02					13/07/2017		VL/G
8	H32	H02					13/07/2017		W100
8	H33	H02					13/07/2017		X 
8	H34	H02					13/07/2017		W
8	H35	H02					13/07/2017		X 
8	H36	H02					13/07/2017		X 
8	H37	H02					13/07/2017		W100
8	H38	H02					13/07/2017		W100
8	H39	H02					13/07/2017		VL 
8	H40	H02					13/07/2017		VL
8	H41	H02					13/07/2017		W 
8	H42	H02					13/07/2017		VL
8	H43	H02					13/07/2017		X
8	H44	H02					13/07/2017		VL 
8	H45	H02					13/07/2017		FL
8	H46	H02					13/07/2017		B3
8	H47	H02					13/07/2017		W
8	H48	H02					13/07/2017		W
8	H49	H02					13/07/2017		W100
8	H50	H02					13/07/2017		W
8	H51	H02					13/07/2017		X
8	H52	H02					13/07/2017		W
8	H53	H02					13/07/2017		VL
8	H54	H02					13/07/2017		W
8	H55	H02					13/07/2017		W100
8	H56	H02					13/07/2017		W
8	H57	H02					13/07/2017		X
8	H58	H02					13/07/2017		X
8	H59	H02					13/07/2017		B1/SG
8	H60	H02					13/07/2017		W100
8	H61	H03					13/07/2017		W 
8	H62	H03					13/07/2017		W100 
8	H63	H03					13/07/2017		W
8	H64	H03					13/07/2017		X
8	H65	H03					13/07/2017		W100
8	H66	H03					13/07/2017		VL
8	H67	H03					13/07/2017		W100
8	H68	H03					13/07/2017		W100
8	H69	H03					13/07/2017		X
8	H70	H03					13/07/2017		W100
8	H71	H03					13/07/2017		W100
8	H72	H03					13/07/2017		W100 
8	H73	H03					13/07/2017		W
8	H74	H03					13/07/2017		W
8	H75	H03					13/07/2017		W
8	H76	H03					13/07/2017		FL/G
8	H77	H03					13/07/2017		VL
8	H78	H03					13/07/2017		W100
8	H79	H03					13/07/2017		W100
8	H80	H03					13/07/2017		W100
8	H81	H03					13/07/2017		X 
8	H82	H03					13/07/2017		W100
8	H83	H03					13/07/2017		VL
8	H84	H03					13/07/2017		W
8	H85	H03					13/07/2017		X
8	H86	H03					13/07/2017		VL
8	H87	H03					13/07/2017		X
8	H88	H03					13/07/2017		W100
8	H89	H03					13/07/2017		X 
8	H90	H03					13/07/2017		W
8	H91	H04					13/07/2017		W100
8	H92	H04					13/07/2017		W
8	H93	H04					13/07/2017		W
8	H94	H04					13/07/2017		VL
8	H95	H04					13/07/2017		X
8	H96	H04					13/07/2017		W100
8	H97	H04					13/07/2017		VL
8	H98	H04					13/07/2017		VS
8	H99	H04					13/07/2017		W100
8	H400	H04					13/07/2017		W
8	H401	H04					13/07/2017		W100
8	H402	H04					13/07/2017		W100
8	H403	H04					13/07/2017		W
8	H404	H04					13/07/2017		W
8	H405	H04					13/07/2017		W
8	H406	H04					13/07/2017		VL
8	H407	H04					13/07/2017		W
8	H408	H04					13/07/2017		W100
8	H409	H04					13/07/2017		W
8	H410	H04					13/07/2017		B4
8	H411	H04					13/07/2017		B4
8	H412	H04					13/07/2017		FL
8	H413	H04					13/07/2017		VL
8	H414	H04					13/07/2017		W
8	H415	H04					13/07/2017		VS
8	H416	H04					13/07/2017		W100
8	H417	H04					13/07/2017		VL
8	H418	H04					13/07/2017		W100
8	H419	H04					13/07/2017		VS
8	H420	H05					13/07/2017		W100
8	H421	H05					13/07/2017		W100
8	H422	H05					13/07/2017		W100
8	H423	H05					13/07/2017		W
8	H424	H05					13/07/2017		W
8	H425	H05					13/07/2017		W
8	H426	H05					13/07/2017		VL
8	H427	H05					13/07/2017		W100
8	H428	H05					13/07/2017		VL
8	H429	H05					13/07/2017		W100
8	H430	H05					13/07/2017		X
8	H431	H05					13/07/2017		VS
8	H432	H05					13/07/2017		W
8	H433	H05					13/07/2017		W
8	H434	H05					13/07/2017		W
8	H435	H05					13/07/2017		W
8	H436	H05					13/07/2017		VS
8	H437	H05					13/07/2017		W100
8	H438	H05					13/07/2017		W
8	H439	H05					13/07/2017		W
8	H440	H05					13/07/2017		W
8	H441	H05					13/07/2017		W
8	H442	H05					13/07/2017		W
8	H443	H05					13/07/2017		W 
8	H444	H05					13/07/2017		FL
8	H445	H05					13/07/2017		VL
8	H446	H05					13/07/2017		W 
8	H447	H05					13/07/2017		W100
8	H448	H05					13/07/2017		W
8	H449	H05					13/07/2017		W
8	H316	H08					11/07/2017		VL
8	H317	H08					11/07/2017		W
8	H318	H08					11/07/2017		VL
8	H319	H08					11/07/2017		B4
8	H320	H08					11/07/2017		W
8	H321	H08					11/07/2017		B1
8	H322	H08					11/07/2017		W100
8	H323	H08					11/07/2017		W
8	H324	H08					11/07/2017		VL
8	H325	H08					11/07/2017		VL
8	H326	H08					11/07/2017		VL
8	H327	H08					11/07/2017		VL
8	H328	H08					11/07/2017		X
8	H329	H08					11/07/2017		VL
8	H330	H08					11/07/2017		VL
8	H331	H08					11/07/2017		VL
8	H332	H08					11/07/2017		VL
8	H333	H08					11/07/2017		W
8	H334	H08					11/07/2017		VL
8	H335	H08					11/07/2017		W
8	H336	H08					11/07/2017		W100
8	H337	H08					11/07/2017		W
8	H338	H08					11/07/2017		W
8	H339	H08					11/07/2017		VL
8	H340	H08					11/07/2017		W
8	H341	H08					11/07/2017		W
8	H342	H08					11/07/2017		W
8	H343	H08					11/07/2017		VL
8	H344	H08					11/07/2017		W
8	H345	H08					11/07/2017		W
8	H346	H09					11/07/2017		W
8	H347	H09					11/07/2017		W
8	H348	H09					11/07/2017		VL
8	H349	H09					11/07/2017		W
8	H350	H09					11/07/2017		missing data
8	H351	H09					11/07/2017		VL
8	H352	H09					11/07/2017		W
8	H353	H09					11/07/2017		W
8	H354	H09					11/07/2017		W
8	H355	H09					11/07/2017		W
8	H356	H09					11/07/2017		W
8	H357	H09					11/07/2017		W
8	H358	H09					11/07/2017		W
8	H359	H09					11/07/2017		W100
8	H360	H09					11/07/2017		W
8	H361	H09					11/07/2017		W
8	H362	H09					11/07/2017		VL
8	H363	H09					11/07/2017		W
8	H364	H09					11/07/2017		VS
8	H365	H09					11/07/2017		W
8	H366	H09					11/07/2017		W100
8	H367	H09					11/07/2017		VL
8	H368	H09					11/07/2017		B2
8	H370	H09					11/07/2017		W100
8	H371	H09					11/07/2017		VL
8	H372	H09					11/07/2017		W
8	H373	H09					11/07/2017		W
8	H374	H09					11/07/2017		VS
8	H375	H09					11/07/2017		X
8	H376	H10					13/07/2017		X
8	H377	H10					13/07/2017		VL
8	H378	H10					13/07/2017		W100
8	H379	H10					13/07/2017		FL
8	H380	H10					13/07/2017		W100
8	H381	H10					13/07/2017		VL
8	H382	H10					13/07/2017		VL
8	H383	H10					13/07/2017		VL
8	H384	H10					13/07/2017		W100
8	H385	H10					13/07/2017		G
8	H386	H10					13/07/2017		B3
8	H387	H10					13/07/2017		W100
8	H388	H10					13/07/2017		VL
8	H389	H10					13/07/2017		G
8	H390	H10					13/07/2017		W
8	H391	H10					13/07/2017		W100
8	H392	H10					13/07/2017		W100
8	H393	H10					13/07/2017		W100
8	H394	H10					13/07/2017		W100
8	H395	H10					13/07/2017		VL
8	H396	H10					13/07/2017		W
8	H398	H10					13/07/2017		X
8	H399	H10					13/07/2017		W100
8	H800	H10					13/07/2017		W100
8	H801	H10					13/07/2017		VS
8	H802	H10					13/07/2017		W100
8	H803	H10					13/07/2017		X
8	H804	H10					13/07/2017		X
8	H805	H10					13/07/2017		X
8	H806	H13					13/07/2017		W/G
8	H807	H13					13/07/2017		W100
8	H808	H13					13/07/2017		VL
8	H809	H13					13/07/2017		W100
8	H810	H13					13/07/2017		W100
8	H811	H13					13/07/2017		W
8	H812	H13					13/07/2017		W
8	H813	H13					13/07/2017		W
8	H814	H13					13/07/2017		W
8	H815	H13					13/07/2017		W
8	H816	H13					13/07/2017		W100
8	H817	H13					13/07/2017		W
8	H818	H13					13/07/2017		W100
8	H819	H13					13/07/2017		W100
8	H820	H13					13/07/2017		W100
8	H821	H13					13/07/2017		W100
8	H822	H13					13/07/2017		W100
8	H823	H13					13/07/2017		W
8	H824	H13					13/07/2017		W100
8	H825	H13					13/07/2017		VL
8	H826	H13					13/07/2017		VL
8	H827	H13					13/07/2017		W100
8	H828	H13					13/07/2017		W100
8	H829	H13					13/07/2017		W100
8	H830	H13					13/07/2017		W100
8	H831	H13					13/07/2017		X
8	H832	H13					13/07/2017		VS
8	H833	H13					13/07/2017		W100
8	H834	HC1					02/08/2017		W100
8	H835	HC1					02/08/2017		W100
8	H840	HC1					02/08/2017		W100
8	H843	HC1					02/08/2017		X
8	H845	HC1					02/08/2017		W100
8	H848	HC1					02/08/2017		W100
8	H853	HC1					02/08/2017		B4
8	H854	HC1					02/08/2017		W100
8	H855	HC1					02/08/2017		X
8	H858	HC1					02/08/2017		W100
8	H859	HC1					02/08/2017		W100
8	H860	HC1					02/08/2017		VL
8	H861	HC1					02/08/2017		W
8	H862	HC1					02/08/2017		B4
8	H863	HC1					02/08/2017		W100
8	H864	HC2a					02/08/2017		W100
8	H865	HC2a					02/08/2017		VS
8	H866	HC2a					02/08/2017		W100
8	H867	HC2a					02/08/2017		VL
8	H868	HC2a					02/08/2017		VL
8	H869	HC2a					02/08/2017		W100
8	H870	HC2a					02/08/2017		W100
8	H871	HC2a					02/08/2017		W100
8	H872	HC2a					02/08/2017		W100
8	H873	HC2a					02/08/2017		W100
8	H874	HC2a					02/08/2017		W100
8	H875	HC2a					02/08/2017		W100
8	H876	HC2a					02/08/2017		VL
8	H877	HC2a					02/08/2017		VL
8	H878	HC2a					02/08/2017		W100
8	H879	HC2a					02/08/2017		W100
8	H880	HC2a					02/08/2017		W100
8	H881	HC2a					02/08/2017		W100
8	H882	HC2a					02/08/2017		W100
8	H883	HC2a					02/08/2017		W100
8	H884	HC2a					02/08/2017		W100
8	H885	HC2a					02/08/2017		W100
8	H886	HC2b					02/08/2017		VS
8	H887	HC2b					02/08/2017		VL
8	H888	HC2b					02/08/2017		SG
8	H889	HC2b					02/08/2017		W100
8	H890	HC2b					02/08/2017		VS
8	H891	HC2b					02/08/2017		W100
8	H892	HC2b					02/08/2017		W100
8	H893	HC2b					02/08/2017		VL
8	H894	HC4					02/08/2017		SG
8	H895	HC4					02/08/2017		W100
8	H896	HC4					02/08/2017		W100
8	H897	HC4					02/08/2017		X
8	H898	HC4					02/08/2017		X
8	H899	HC4					02/08/2017		W100
8	H1100	HC4					02/08/2017		W100
8	H1101	HC4					02/08/2017		W100
8	H1102	HC4					02/08/2017		W100
8	H1103	HC4					02/08/2017		W100
8	H1104	HC4					02/08/2017		VL
8	H1105	HC4					02/08/2017		VL
8	H1106	HC4					02/08/2017		W100
8	H1107	HC4					02/08/2017		W100
8	H1108	HC4					02/08/2017		W100
8	H1109	HC4					02/08/2017		W100
8	H1110	HC4					02/08/2017		W100
8	H1111	HC4					02/08/2017		W100
8	H1113	HC4					02/08/2017		W100
8	H1114	HC4					02/08/2017		VS
8	H1115	HC4					02/08/2017		W100
8	H1116	HC4					02/08/2017		D
8	H1117	HC4					02/08/2017		W100
8	H1118	HC4					02/08/2017		W100
8	H1119	HC4					02/08/2017		W100
8	H1120	HC4					02/08/2017		X
8	H1121	HC4					02/08/2017		B4
8	H1122	HC4					02/08/2017		W100
8	H1123	HC4					02/08/2017		W100
8	H1124	HC5					02/08/2017		W100
8	H1125	HC5					02/08/2017		W100
8	H1126	HC5					02/08/2017		B4
8	H1127	HC5					02/08/2017		VL
8	H1128	HC5					02/08/2017		VL
8	H1129	HC5					02/08/2017		X
8	H1130	HC5					02/08/2017		W100
8	H1131	HC5					02/08/2017		VL
8	H1132	HC5					02/08/2017		W100
8	H1133	HC5					02/08/2017		W100
8	H1134	HC5					02/08/2017		W100
8	H1135	HC5					02/08/2017		VL
8	H1136	HC5					02/08/2017		W100
8	H1137	HC5					02/08/2017		W100
8	H1138	HC5					02/08/2017		W100
8	H1139	HC5					02/08/2017		VL
8	H1140	HC5					02/08/2017		W100
8	H1141	HC5					02/08/2017		VS
8	H1142	HC5					02/08/2017		W100
8	H1143	HC5					02/08/2017		VL
8	H1144	HC5					02/08/2017		W100
8	H1145	HC5					02/08/2017		VS
8	H1146	HC5					02/08/2017		G
8	H1147	HC5					02/08/2017		W100
8	H1148	HC5					02/08/2017		W100
8	H1149	HC5					02/08/2017		W100
8	H1150	HC5					02/08/2017		SG
8	H1151	HC5					02/08/2017		W100
8	H1152	HC5					02/08/2017		VL
8	H1153	HC5					02/08/2017		W100
8	H1154	HC6					02/08/2017		W100
8	H1155	HC6					02/08/2017		W100
8	H1156	HC6					02/08/2017		W100
8	H1157	HC6					02/08/2017		VL
8	H1158	HC6					02/08/2017		W100
8	H1160	HC6					02/08/2017		VS
8	H1161	HC6					02/08/2017		VS
8	H1162	HC6					02/08/2017		W100
8	H1168	HC6					02/08/2017		W100
8	H1169	HC6					02/08/2017		W100
8	H1170	HC6					02/08/2017		VL
8	H1171	HC6					02/08/2017		W100
8	H1172	HC6					02/08/2017		W100
8	H1173	HC6					02/08/2017		W100
8	H1177	HC6					02/08/2017		W100
8	H1178	HC6					02/08/2017		W100
8	H1179	HC6					02/08/2017		VL
8	H1181	HC6					02/08/2017		VL
8	H1182	HC6					02/08/2017		W100
8	H1183	HC6					02/08/2017		W100
9	H1	H01					21/07/2017		W100
9	H2	H01					21/07/2017		X
9	H3	H01					21/07/2017		W100
9	H4	H01					21/07/2017		W100
9	H5	H01					21/07/2017		W100
9	H6	H01					21/07/2017		W
9	H7	H01					21/07/2017		W100
9	H8	H01					21/07/2017		W
9	H9	H01					21/07/2017		VL
9	H10	H01					21/07/2017		VL
9	H11	H01					21/07/2017		VS
9	H12	H01					21/07/2017		W100
9	H13	H01					21/07/2017		W100
9	H14	H01					21/07/2017		W100
9	H15	H01					21/07/2017		VL
9	H16	H01					21/07/2017		G
9	H17	H01					21/07/2017		W100
9	H18	H01					21/07/2017		VL
9	H19	H01					21/07/2017		W100
9	H20	H01					21/07/2017		W
9	H21	H01					21/07/2017		W100
9	H22	H01					21/07/2017		W100
9	H23	H01					21/07/2017		W100
9	H24	H01					21/07/2017		W100
9	H25	H01					21/07/2017		W
9	H26	H01					21/07/2017		W
9	H27	H01					21/07/2017		SG
9	H28	H01					21/07/2017		W100
9	H29	H01					21/07/2017		X
9	H30	H01					21/07/2017		W100
9	H31	H02					20/07/2017		W100
9	H32	H02					20/07/2017		W100
9	H33	H02					20/07/2017		X
9	H34	H02					20/07/2017		W
9	H35	H02					20/07/2017		X
9	H36	H02					20/07/2017		G
9	H37	H02					20/07/2017		W100
9	H38	H02					20/07/2017		W100
9	H39	H02					20/07/2017		VL
9	H40	H02					20/07/2017		VL
9	H41	H02					20/07/2017		W
9	H42	H02					20/07/2017		SG
9	H43	H02					20/07/2017		VL
9	H44	H02					20/07/2017		VL
9	H45	H02					20/07/2017		W
9	H46	H02					20/07/2017		X
9	H47	H02					20/07/2017		W100
9	H48	H02					20/07/2017		W100
9	H49	H02					20/07/2017		W100
9	H50	H02					20/07/2017		W100
9	H51	H02					20/07/2017		X
9	H52	H02					20/07/2017		FL
9	H53	H02					20/07/2017		VL
9	H54	H02					20/07/2017		W
9	H55	H02					20/07/2017		W100
9	H56	H02					20/07/2017		W100
9	H57	H02					20/07/2017		X
9	H58	H02					20/07/2017		VL
9	H59	H02					20/07/2017		SG
9	H60	H02					20/07/2017		G
9	H61	H03					20/07/2017		W100
9	H62	H03					20/07/2017		W
9	H63	H03					20/07/2017		W
9	H64	H03					20/07/2017		X
9	H65	H03					20/07/2017		W
9	H66	H03					20/07/2017		VL
9	H67	H03					20/07/2017		W
9	H68	H03					20/07/2017		W
9	H69	H03					20/07/2017		X
9	H70	H03					20/07/2017		W
9	H71	H03					20/07/2017		W
9	H72	H03					20/07/2017		W100
9	H73	H03					20/07/2017		W100
9	H74	H03					20/07/2017		W
9	H75	H03					20/07/2017		W
9	H76	H03					20/07/2017		VL
9	H77	H03					20/07/2017		VL
9	H78	H03					20/07/2017		W100
9	H79	H03					20/07/2017		W100
9	H80	H03					20/07/2017		W
9	H81	H03					20/07/2017		X
9	H82	H03					20/07/2017		W100
9	H83	H03					20/07/2017		VL
9	H84	H03					20/07/2017		W
9	H85	H03					20/07/2017		X
9	H86	H03					20/07/2017		VL
9	H87	H03					20/07/2017		X
9	H88	H03					20/07/2017		W100
9	H89	H03					20/07/2017		X
9	H90	H03					20/07/2017		W
9	H91	H04					20/07/2017		W100
