"id.x" "x.x" "y.x" "plot.x" "temp1.x" "id.y" "x.y" "y.y" "plot.y" "temp1.y" "dist" "temp_diff"
"121216" "H75" 0.7 1 "H03" 12.3 "H70" 10.1 1.5 "H03" 10.4 9.41328847959097 1.9
"121217" "H75" 0.7 1 "H03" 12.3 "H71" 8.5 4.5 "H03" 10 8.5492689745966 2.3
"121218" "H75" 0.7 1 "H03" 12.3 "H72" 5.9 4.05 "H03" 10.7 6.02847410212568 1.6
"121219" "H75" 0.7 1 "H03" 12.3 "H73" 4.45 4 "H03" 11 4.80234317807464 1.3
"121220" "H75" 0.7 1 "H03" 12.3 "H74" 2.75 4 "H03" 10.6 3.63352445980483 1.7
"121222" "H75" 0.7 1 "H03" 12.3 "H76" 1.6 2.8 "H03" 12.1 2.01246117974981 0.200000000000001
"121223" "H75" 0.7 1 "H03" 12.3 "H77" 3.25 6 "H03" 12.4 5.61270879344368 0.0999999999999996
"121224" "H75" 0.7 1 "H03" 12.3 "H78" 10.95 6.25 "H03" 9.4 11.516292806281 2.9
"121225" "H75" 0.7 1 "H03" 12.3 "H79" 11.2 5.8 "H03" 9.1 11.5451288429363 3.2
"121227" "H75" 0.7 1 "H03" 12.3 "H80" 11.25 6.9 "H03" 9.1 12.0877003602836 3.2
"121238" "H75" 0.7 1 "H03" 12.3 "H81" 11.3 6.55 "H03" 9.2 11.9650532802825 3.1
"121249" "H75" 0.7 1 "H03" 12.3 "H82" 5 5.95 "H03" 12 6.5568666297249 0.300000000000001
"121260" "H75" 0.7 1 "H03" 12.3 "H83" 4.5 6.7 "H03" 12.1 6.85054742338158 0.200000000000001
"121271" "H75" 0.7 1 "H03" 12.3 "H84" 0.7 5 "H03" 10 4 2.3
"121282" "H75" 0.7 1 "H03" 12.3 "H85" 2.9 1.2 "H03" 11.4 2.20907220343745 0.9
"121293" "H75" 0.7 1 "H03" 12.3 "H86" 3.3 1.35 "H03" 11.9 2.62345192446898 0.4
"121304" "H75" 0.7 1 "H03" 12.3 "H87" 9.55 1.15 "H03" 10.7 8.85127109515916 1.6
"121315" "H75" 0.7 1 "H03" 12.3 "H88" 9.9 5 "H03" 9.6 10.0319489631876 2.7
"121326" "H75" 0.7 1 "H03" 12.3 "H89" 9.95 5.6 "H03" 9.9 10.3306582558906 2.4
"121338" "H75" 0.7 1 "H03" 12.3 "H90" 10.55 6 "H03" 9.5 11.0463794973738 2.8
"121623" "H76" 1.6 2.8 "H03" 12.1 "H61" 9.5 5.7 "H03" 10.1 8.4154619599877 2
"121624" "H76" 1.6 2.8 "H03" 12.1 "H62" 8.5 4.8 "H03" 10.4 7.18401002226472 1.7
"121625" "H76" 1.6 2.8 "H03" 12.1 "H63" 5.7 4.2 "H03" 11 4.33243580448689 1.1
"121626" "H76" 1.6 2.8 "H03" 12.1 "H64" 3.8 0.5 "H03" 11.3 3.18276609256791 0.799999999999999
"121627" "H76" 1.6 2.8 "H03" 12.1 "H65" 1.5 2.9 "H03" 12.2 0.14142135623731 0.0999999999999996
"121628" "H76" 1.6 2.8 "H03" 12.1 "H66" 3.9 1.75 "H03" 11.4 2.52833937595411 0.699999999999999
"121629" "H76" 1.6 2.8 "H03" 12.1 "H67" 5.1 1.9 "H03" 11.1 3.61386219991853 1
"121630" "H76" 1.6 2.8 "H03" 12.1 "H68" 7.2 0.65 "H03" 10.1 5.99854148939557 2
"121631" "H76" 1.6 2.8 "H03" 12.1 "H69" 9.1 1.2 "H03" 11 7.66876782801514 1.1
"121633" "H76" 1.6 2.8 "H03" 12.1 "H70" 10.1 1.5 "H03" 10.4 8.59883713068226 1.7
"121634" "H76" 1.6 2.8 "H03" 12.1 "H71" 8.5 4.5 "H03" 10 7.10633520177595 2.1
"121635" "H76" 1.6 2.8 "H03" 12.1 "H72" 5.9 4.05 "H03" 10.7 4.47800178651148 1.4
"121636" "H76" 1.6 2.8 "H03" 12.1 "H73" 4.45 4 "H03" 11 3.09232921921325 1.1
"121637" "H76" 1.6 2.8 "H03" 12.1 "H74" 2.75 4 "H03" 10.6 1.66207701385947 1.5
"121638" "H76" 1.6 2.8 "H03" 12.1 "H75" 0.7 1 "H03" 12.3 2.01246117974981 0.200000000000001
"121640" "H76" 1.6 2.8 "H03" 12.1 "H77" 3.25 6 "H03" 12.4 3.60034720547894 0.300000000000001
"121641" "H76" 1.6 2.8 "H03" 12.1 "H78" 10.95 6.25 "H03" 9.4 9.96619285384344 2.7
"121642" "H76" 1.6 2.8 "H03" 12.1 "H79" 11.2 5.8 "H03" 9.1 10.0578327685441 3
"121644" "H76" 1.6 2.8 "H03" 12.1 "H80" 11.25 6.9 "H03" 9.1 10.4848700516506 3
"121655" "H76" 1.6 2.8 "H03" 12.1 "H81" 11.3 6.55 "H03" 9.2 10.399639416826 2.9
"121666" "H76" 1.6 2.8 "H03" 12.1 "H82" 5 5.95 "H03" 12 4.63492179006291 0.0999999999999996
"121677" "H76" 1.6 2.8 "H03" 12.1 "H83" 4.5 6.7 "H03" 12.1 4.86004115208915 0
"121688" "H76" 1.6 2.8 "H03" 12.1 "H84" 0.7 5 "H03" 10 2.37697286480094 2.1
"121699" "H76" 1.6 2.8 "H03" 12.1 "H85" 2.9 1.2 "H03" 11.4 2.06155281280883 0.699999999999999
"121710" "H76" 1.6 2.8 "H03" 12.1 "H86" 3.3 1.35 "H03" 11.9 2.23439029715043 0.199999999999999
"121721" "H76" 1.6 2.8 "H03" 12.1 "H87" 9.55 1.15 "H03" 10.7 8.11942116163462 1.4
"121732" "H76" 1.6 2.8 "H03" 12.1 "H88" 9.9 5 "H03" 9.6 8.58661749468322 2.5
"121743" "H76" 1.6 2.8 "H03" 12.1 "H89" 9.95 5.6 "H03" 9.9 8.80695747690427 2.2
"121755" "H76" 1.6 2.8 "H03" 12.1 "H90" 10.55 6 "H03" 9.5 9.50486717424289 2.6
"122040" "H77" 3.25 6 "H03" 12.4 "H61" 9.5 5.7 "H03" 10.1 6.25719585757071 2.3
"122041" "H77" 3.25 6 "H03" 12.4 "H62" 8.5 4.8 "H03" 10.4 5.38539692130487 2
"122042" "H77" 3.25 6 "H03" 12.4 "H63" 5.7 4.2 "H03" 11 3.04014802271205 1.4
"122043" "H77" 3.25 6 "H03" 12.4 "H64" 3.8 0.5 "H03" 11.3 5.52743159161649 1.1
"122044" "H77" 3.25 6 "H03" 12.4 "H65" 1.5 2.9 "H03" 12.2 3.55984550226551 0.200000000000001
"122045" "H77" 3.25 6 "H03" 12.4 "H66" 3.9 1.75 "H03" 11.4 4.29941856534113 1
"122046" "H77" 3.25 6 "H03" 12.4 "H67" 5.1 1.9 "H03" 11.1 4.49805513527791 1.3
"122047" "H77" 3.25 6 "H03" 12.4 "H68" 7.2 0.65 "H03" 10.1 6.65018796726829 2.3
"122048" "H77" 3.25 6 "H03" 12.4 "H69" 9.1 1.2 "H03" 11 7.56719895337766 1.4
"122050" "H77" 3.25 6 "H03" 12.4 "H70" 10.1 1.5 "H03" 10.4 8.19588311288051 2
"122051" "H77" 3.25 6 "H03" 12.4 "H71" 8.5 4.5 "H03" 10 5.46008241696039 2.4
"122052" "H77" 3.25 6 "H03" 12.4 "H72" 5.9 4.05 "H03" 10.7 3.29013677527242 1.7
"122053" "H77" 3.25 6 "H03" 12.4 "H73" 4.45 4 "H03" 11 2.33238075793812 1.4
"122054" "H77" 3.25 6 "H03" 12.4 "H74" 2.75 4 "H03" 10.6 2.06155281280883 1.8
"122055" "H77" 3.25 6 "H03" 12.4 "H75" 0.7 1 "H03" 12.3 5.61270879344368 0.0999999999999996
"122056" "H77" 3.25 6 "H03" 12.4 "H76" 1.6 2.8 "H03" 12.1 3.60034720547894 0.300000000000001
"122058" "H77" 3.25 6 "H03" 12.4 "H78" 10.95 6.25 "H03" 9.4 7.70405737257972 3
"122059" "H77" 3.25 6 "H03" 12.4 "H79" 11.2 5.8 "H03" 9.1 7.95251532535461 3.3
"122061" "H77" 3.25 6 "H03" 12.4 "H80" 11.25 6.9 "H03" 9.1 8.05046582503149 3.3
"122072" "H77" 3.25 6 "H03" 12.4 "H81" 11.3 6.55 "H03" 9.2 8.06876694421149 3.2
"122083" "H77" 3.25 6 "H03" 12.4 "H82" 5 5.95 "H03" 12 1.75071414000116 0.4
"122094" "H77" 3.25 6 "H03" 12.4 "H83" 4.5 6.7 "H03" 12.1 1.43265487818944 0.300000000000001
"122105" "H77" 3.25 6 "H03" 12.4 "H84" 0.7 5 "H03" 10 2.73906918496047 2.4
"122116" "H77" 3.25 6 "H03" 12.4 "H85" 2.9 1.2 "H03" 11.4 4.81274350033326 1
"122127" "H77" 3.25 6 "H03" 12.4 "H86" 3.3 1.35 "H03" 11.9 4.65026880943457 0.5
"122138" "H77" 3.25 6 "H03" 12.4 "H87" 9.55 1.15 "H03" 10.7 7.95062890594197 1.7
"122149" "H77" 3.25 6 "H03" 12.4 "H88" 9.9 5 "H03" 9.6 6.72476765397883 2.8
"122160" "H77" 3.25 6 "H03" 12.4 "H89" 9.95 5.6 "H03" 9.9 6.71192967781993 2.5
"122172" "H77" 3.25 6 "H03" 12.4 "H90" 10.55 6 "H03" 9.5 7.3 2.9
"122457" "H78" 10.95 6.25 "H03" 9.4 "H61" 9.5 5.7 "H03" 10.1 1.55080624192708 0.699999999999999
"122458" "H78" 10.95 6.25 "H03" 9.4 "H62" 8.5 4.8 "H03" 10.4 2.84692816909735 1
"122459" "H78" 10.95 6.25 "H03" 9.4 "H63" 5.7 4.2 "H03" 11 5.63604471238474 1.6
"122460" "H78" 10.95 6.25 "H03" 9.4 "H64" 3.8 0.5 "H03" 11.3 9.17523841652085 1.9
"122461" "H78" 10.95 6.25 "H03" 9.4 "H65" 1.5 2.9 "H03" 12.2 10.0262156370188 2.8
"122462" "H78" 10.95 6.25 "H03" 9.4 "H66" 3.9 1.75 "H03" 11.4 8.36376111567039 2
"122463" "H78" 10.95 6.25 "H03" 9.4 "H67" 5.1 1.9 "H03" 11.1 7.29006172813372 1.7
"122464" "H78" 10.95 6.25 "H03" 9.4 "H68" 7.2 0.65 "H03" 10.1 6.73962165110179 0.699999999999999
"122465" "H78" 10.95 6.25 "H03" 9.4 "H69" 9.1 1.2 "H03" 11 5.37819672380994 1.6
"122467" "H78" 10.95 6.25 "H03" 9.4 "H70" 10.1 1.5 "H03" 10.4 4.82545334657792 1
"122468" "H78" 10.95 6.25 "H03" 9.4 "H71" 8.5 4.5 "H03" 10 3.01081384346492 0.6
"122469" "H78" 10.95 6.25 "H03" 9.4 "H72" 5.9 4.05 "H03" 10.7 5.50840267228168 1.3
"122470" "H78" 10.95 6.25 "H03" 9.4 "H73" 4.45 4 "H03" 11 6.8784082460988 1.6
"122471" "H78" 10.95 6.25 "H03" 9.4 "H74" 2.75 4 "H03" 10.6 8.50308767448625 1.2
"122472" "H78" 10.95 6.25 "H03" 9.4 "H75" 0.7 1 "H03" 12.3 11.516292806281 2.9
"122473" "H78" 10.95 6.25 "H03" 9.4 "H76" 1.6 2.8 "H03" 12.1 9.96619285384344 2.7
"122474" "H78" 10.95 6.25 "H03" 9.4 "H77" 3.25 6 "H03" 12.4 7.70405737257972 3
"122476" "H78" 10.95 6.25 "H03" 9.4 "H79" 11.2 5.8 "H03" 9.1 0.51478150704935 0.300000000000001
"122478" "H78" 10.95 6.25 "H03" 9.4 "H80" 11.25 6.9 "H03" 9.1 0.715891053163818 0.300000000000001
"122489" "H78" 10.95 6.25 "H03" 9.4 "H81" 11.3 6.55 "H03" 9.2 0.460977222864645 0.200000000000001
"122500" "H78" 10.95 6.25 "H03" 9.4 "H82" 5 5.95 "H03" 12 5.95755822464204 2.6
"122511" "H78" 10.95 6.25 "H03" 9.4 "H83" 4.5 6.7 "H03" 12.1 6.46567861867569 2.7
"122522" "H78" 10.95 6.25 "H03" 9.4 "H84" 0.7 5 "H03" 10 10.3259382140317 0.6
"122533" "H78" 10.95 6.25 "H03" 9.4 "H85" 2.9 1.2 "H03" 11.4 9.50289429595005 2
"122544" "H78" 10.95 6.25 "H03" 9.4 "H86" 3.3 1.35 "H03" 11.9 9.0847399522496 2.5
"122555" "H78" 10.95 6.25 "H03" 9.4 "H87" 9.55 1.15 "H03" 10.7 5.28866712887094 1.3
"122566" "H78" 10.95 6.25 "H03" 9.4 "H88" 9.9 5 "H03" 9.6 1.63248277173145 0.199999999999999
"122577" "H78" 10.95 6.25 "H03" 9.4 "H89" 9.95 5.6 "H03" 9.9 1.19268604418766 0.5
"122589" "H78" 10.95 6.25 "H03" 9.4 "H90" 10.55 6 "H03" 9.5 0.471699056602829 0.0999999999999996
"122874" "H79" 11.2 5.8 "H03" 9.1 "H61" 9.5 5.7 "H03" 10.1 1.70293863659264 1
"122875" "H79" 11.2 5.8 "H03" 9.1 "H62" 8.5 4.8 "H03" 10.4 2.87923600977759 1.3
"122876" "H79" 11.2 5.8 "H03" 9.1 "H63" 5.7 4.2 "H03" 11 5.72800139664787 1.9
"122877" "H79" 11.2 5.8 "H03" 9.1 "H64" 3.8 0.5 "H03" 11.3 9.10219753685889 2.2
"122878" "H79" 11.2 5.8 "H03" 9.1 "H65" 1.5 2.9 "H03" 12.2 10.1242283656583 3.1
"122879" "H79" 11.2 5.8 "H03" 9.1 "H66" 3.9 1.75 "H03" 11.4 8.34820339953454 2.3
"122880" "H79" 11.2 5.8 "H03" 9.1 "H67" 5.1 1.9 "H03" 11.1 7.24016574395918 2
"122881" "H79" 11.2 5.8 "H03" 9.1 "H68" 7.2 0.65 "H03" 10.1 6.52092784809033 1
"122882" "H79" 11.2 5.8 "H03" 9.1 "H69" 9.1 1.2 "H03" 11 5.05667875190821 1.9
"122884" "H79" 11.2 5.8 "H03" 9.1 "H70" 10.1 1.5 "H03" 10.4 4.43846820423443 1.3
"122885" "H79" 11.2 5.8 "H03" 9.1 "H71" 8.5 4.5 "H03" 10 2.99666481275434 0.9
"122886" "H79" 11.2 5.8 "H03" 9.1 "H72" 5.9 4.05 "H03" 10.7 5.58144246588639 1.6
"122887" "H79" 11.2 5.8 "H03" 9.1 "H73" 4.45 4 "H03" 11 6.98587861331701 1.9
"122888" "H79" 11.2 5.8 "H03" 9.1 "H74" 2.75 4 "H03" 10.6 8.63958911060011 1.5
"122889" "H79" 11.2 5.8 "H03" 9.1 "H75" 0.7 1 "H03" 12.3 11.5451288429363 3.2
"122890" "H79" 11.2 5.8 "H03" 9.1 "H76" 1.6 2.8 "H03" 12.1 10.0578327685441 3
"122891" "H79" 11.2 5.8 "H03" 9.1 "H77" 3.25 6 "H03" 12.4 7.95251532535461 3.3
"122892" "H79" 11.2 5.8 "H03" 9.1 "H78" 10.95 6.25 "H03" 9.4 0.51478150704935 0.300000000000001
"122895" "H79" 11.2 5.8 "H03" 9.1 "H80" 11.25 6.9 "H03" 9.1 1.10113577727726 0
"122906" "H79" 11.2 5.8 "H03" 9.1 "H81" 11.3 6.55 "H03" 9.2 0.756637297521078 0.0999999999999996
"122917" "H79" 11.2 5.8 "H03" 9.1 "H82" 5 5.95 "H03" 12 6.20181425068504 2.9
"122928" "H79" 11.2 5.8 "H03" 9.1 "H83" 4.5 6.7 "H03" 12.1 6.76017751246223 3
"122939" "H79" 11.2 5.8 "H03" 9.1 "H84" 0.7 5 "H03" 10 10.5304320899002 0.9
"122950" "H79" 11.2 5.8 "H03" 9.1 "H85" 2.9 1.2 "H03" 11.4 9.48946784598589 2.3
"122961" "H79" 11.2 5.8 "H03" 9.1 "H86" 3.3 1.35 "H03" 11.9 9.06711089598004 2.8
"122972" "H79" 11.2 5.8 "H03" 9.1 "H87" 9.55 1.15 "H03" 10.7 4.93406526101956 1.6
"122983" "H79" 11.2 5.8 "H03" 9.1 "H88" 9.9 5 "H03" 9.6 1.52643375224737 0.5
"122994" "H79" 11.2 5.8 "H03" 9.1 "H89" 9.95 5.6 "H03" 9.9 1.26589889011722 0.800000000000001
"123006" "H79" 11.2 5.8 "H03" 9.1 "H90" 10.55 6 "H03" 9.5 0.680073525436771 0.4
"123016" "H8" 4.1 5.2 "H01" 29 "H1" 0.55 0.8 "H01" 19.4 5.65353871482278 9.6
"123017" "H8" 4.1 5.2 "H01" 29 "H10" 5.5 3.45 "H01" 22 2.2410934831015 7
"123018" "H8" 4.1 5.2 "H01" 29 "H11" 6.7 4.3 "H01" 22.2 2.75136329843952 6.8
"123103" "H8" 4.1 5.2 "H01" 29 "H12" 7.4 4.95 "H01" 21.7 3.30945614867458 7.3
"123104" "H8" 4.1 5.2 "H01" 29 "H13" 8.4 4.1 "H01" 22.6 4.43846820423443 6.4
"123105" "H8" 4.1 5.2 "H01" 29 "H14" 9.25 6.35 "H01" 24.7 5.27683617331446 4.3
"123106" "H8" 4.1 5.2 "H01" 29 "H15" 10.1 6 "H01" 24.7 6.05309838016862 4.3
"123107" "H8" 4.1 5.2 "H01" 29 "H16" 7.4 1.85 "H01" 24.7 4.70239300782059 4.3
"123108" "H8" 4.1 5.2 "H01" 29 "H17" 8.7 0.55 "H01" 24 6.54083328024801 5
"123109" "H8" 4.1 5.2 "H01" 29 "H18" 10.05 1.9 "H01" 24.4 6.80385919901345 4.6
"123110" "H8" 4.1 5.2 "H01" 29 "H19" 13.25 1.75 "H01" 20 9.77880360780397 9
"123111" "H8" 4.1 5.2 "H01" 29 "H2" 1.8 0.9 "H01" 23.3 4.87647413609464 5.7
"123112" "H8" 4.1 5.2 "H01" 29 "H20" 16.7 2.4 "H01" 21.8 12.90736224021 7.2
"123113" "H8" 4.1 5.2 "H01" 29 "H21" 17.95 4.15 "H01" 19.4 13.889744418095 9.6
"123114" "H8" 4.1 5.2 "H01" 29 "H22" 18.35 6.9 "H01" 20.7 14.3510452580988 8.3
"123115" "H8" 4.1 5.2 "H01" 29 "H23" 14.5 0 "H01" 17.7 11.6275534829989 11.3
"123116" "H8" 4.1 5.2 "H01" 29 "H24" 16.6 1.75 "H01" 20 12.9673628776247 9
"123117" "H8" 4.1 5.2 "H01" 29 "H25" 2.05 1.1 "H01" 23 4.58393935387457 6
"123118" "H8" 4.1 5.2 "H01" 29 "H26" 2.65 5.7 "H01" 34 1.5337861650178 5
"123119" "H8" 4.1 5.2 "H01" 29 "H27" 10.5 7.05 "H01" 29.6 6.66201921342171 0.600000000000001
"123120" "H8" 4.1 5.2 "H01" 29 "H28" 11.15 6.8 "H01" 28.5 7.22928073877339 0.5
"123121" "H8" 4.1 5.2 "H01" 29 "H29" 19.5 7.35 "H01" 17.8 15.549356899885 11.2
"123122" "H8" 4.1 5.2 "H01" 29 "H3" 1.3 3.1 "H01" 33 3.5 4
"123123" "H8" 4.1 5.2 "H01" 29 "H30" 21.25 5.75 "H01" 17 17.1588169755377 12
"123217" "H8" 4.1 5.2 "H01" 29 "H4" 3.1 2.55 "H01" 25 2.83240180765371 4
"123278" "H8" 4.1 5.2 "H01" 29 "H5" 2.45 4.6 "H01" 31 1.75570498660794 2
"123289" "H8" 4.1 5.2 "H01" 29 "H6" 1.15 6.35 "H01" 28 3.16622803979751 1
"123300" "H8" 4.1 5.2 "H01" 29 "H7" 3.4 4.6 "H01" 29.4 0.921954445729289 0.399999999999999
"123422" "H8" 4.1 5.2 "H01" 29 "H9" 4 6.4 "H01" 28.4 1.20415945787923 0.600000000000001
"123708" "H80" 11.25 6.9 "H03" 9.1 "H61" 9.5 5.7 "H03" 10.1 2.12190951739229 1
"123709" "H80" 11.25 6.9 "H03" 9.1 "H62" 8.5 4.8 "H03" 10.4 3.46013005535919 1.3
"123710" "H80" 11.25 6.9 "H03" 9.1 "H63" 5.7 4.2 "H03" 11 6.17191218343229 1.9
"123711" "H80" 11.25 6.9 "H03" 9.1 "H64" 3.8 0.5 "H03" 11.3 9.82153246698294 2.2
"123712" "H80" 11.25 6.9 "H03" 9.1 "H65" 1.5 2.9 "H03" 12.2 10.538619454179 3.1
"123713" "H80" 11.25 6.9 "H03" 9.1 "H66" 3.9 1.75 "H03" 11.4 8.97468662405546 2.3
"123714" "H80" 11.25 6.9 "H03" 9.1 "H67" 5.1 1.9 "H03" 11.1 7.92606459726389 2
"123715" "H80" 11.25 6.9 "H03" 9.1 "H68" 7.2 0.65 "H03" 10.1 7.44748279622048 1
"123716" "H80" 11.25 6.9 "H03" 9.1 "H69" 9.1 1.2 "H03" 11 6.09200295469397 1.9
"123718" "H80" 11.25 6.9 "H03" 9.1 "H70" 10.1 1.5 "H03" 10.4 5.52109590570568 1.3
"123719" "H80" 11.25 6.9 "H03" 9.1 "H71" 8.5 4.5 "H03" 10 3.65 0.9
"123720" "H80" 11.25 6.9 "H03" 9.1 "H72" 5.9 4.05 "H03" 10.7 6.06176541941372 1.6
"123721" "H80" 11.25 6.9 "H03" 9.1 "H73" 4.45 4 "H03" 11 7.39256383131049 1.9
"123722" "H80" 11.25 6.9 "H03" 9.1 "H74" 2.75 4 "H03" 10.6 8.98109124772708 1.5
"123723" "H80" 11.25 6.9 "H03" 9.1 "H75" 0.7 1 "H03" 12.3 12.0877003602836 3.2
"123724" "H80" 11.25 6.9 "H03" 9.1 "H76" 1.6 2.8 "H03" 12.1 10.4848700516506 3
"123725" "H80" 11.25 6.9 "H03" 9.1 "H77" 3.25 6 "H03" 12.4 8.05046582503149 3.3
"123726" "H80" 11.25 6.9 "H03" 9.1 "H78" 10.95 6.25 "H03" 9.4 0.715891053163818 0.300000000000001
"123727" "H80" 11.25 6.9 "H03" 9.1 "H79" 11.2 5.8 "H03" 9.1 1.10113577727726 0
"123740" "H80" 11.25 6.9 "H03" 9.1 "H81" 11.3 6.55 "H03" 9.2 0.353553390593274 0.0999999999999996
"123751" "H80" 11.25 6.9 "H03" 9.1 "H82" 5 5.95 "H03" 12 6.32178772183945 2.9
"123762" "H80" 11.25 6.9 "H03" 9.1 "H83" 4.5 6.7 "H03" 12.1 6.75296231294089 3
"123773" "H80" 11.25 6.9 "H03" 9.1 "H84" 0.7 5 "H03" 10 10.7197248099007 0.9
"123784" "H80" 11.25 6.9 "H03" 9.1 "H85" 2.9 1.2 "H03" 11.4 10.1100197823743 2.3
"123795" "H80" 11.25 6.9 "H03" 9.1 "H86" 3.3 1.35 "H03" 11.9 9.69561756671539 2.8
"123806" "H80" 11.25 6.9 "H03" 9.1 "H87" 9.55 1.15 "H03" 10.7 5.99604036010432 1.6
"123817" "H80" 11.25 6.9 "H03" 9.1 "H88" 9.9 5 "H03" 9.6 2.33077240416133 0.5
"123828" "H80" 11.25 6.9 "H03" 9.1 "H89" 9.95 5.6 "H03" 9.9 1.83847763108502 0.800000000000001
"123840" "H80" 11.25 6.9 "H03" 9.1 "H90" 10.55 6 "H03" 9.5 1.14017542509914 0.4
"124025" "H800" 19.1 5.1 "H10" 21.6 "H376" 1 0 "H10" 25.2 18.8047866246868 3.6
"124026" "H800" 19.1 5.1 "H10" 21.6 "H377" 1.3 0.35 "H10" 20.7 18.4228797966007 0.900000000000002
"124027" "H800" 19.1 5.1 "H10" 21.6 "H378" 1.1 -0.6 "H10" 24.3 18.8809427730715 2.7
"124028" "H800" 19.1 5.1 "H10" 21.6 "H379" 2.25 -0.5 "H10" 20 17.7561961016429 1.6
"124030" "H800" 19.1 5.1 "H10" 21.6 "H380" 2.2 -0.4 "H10" 19.7 17.7724505907317 1.9
"124031" "H800" 19.1 5.1 "H10" 21.6 "H381" 1.1 1.65 "H10" 19.5 18.3276430563234 2.1
"124032" "H800" 19.1 5.1 "H10" 21.6 "H382" 6.05 3.6 "H10" 17.6 13.1359240253589 4
"124033" "H800" 19.1 5.1 "H10" 21.6 "H383" 14.5 2.05 "H10" 21 5.51928437390211 0.600000000000001
"124034" "H800" 19.1 5.1 "H10" 21.6 "H384" 14.5 1.55 "H10" 22.4 5.81055074842308 0.799999999999997
"124035" "H800" 19.1 5.1 "H10" 21.6 "H385" 15.2 2.5 "H10" 26.6 4.68721665810319 5
"124036" "H800" 19.1 5.1 "H10" 21.6 "H386" 15.8 2.85 "H10" 23.5 3.9940580867083 1.9
"124037" "H800" 19.1 5.1 "H10" 21.6 "H387" 14.55 5.6 "H10" 25.3 4.57739008606433 3.7
"124038" "H800" 19.1 5.1 "H10" 21.6 "H388" 17.88 6.5 "H10" 22.3 1.85698680663057 0.699999999999999
"124039" "H800" 19.1 5.1 "H10" 21.6 "H389" 18.1 5.45 "H10" 22.4 1.05948100502085 0.799999999999997
"124041" "H800" 19.1 5.1 "H10" 21.6 "H390" 19.1 5 "H10" 21.8 0.0999999999999996 0.199999999999999
"124042" "H800" 19.1 5.1 "H10" 21.6 "H391" 19.85 4.95 "H10" 20.5 0.764852927038918 1.1
"124043" "H800" 19.1 5.1 "H10" 21.6 "H392" 20.2 5.8 "H10" 18 1.30384048104053 3.6
"124044" "H800" 19.1 5.1 "H10" 21.6 "H393" 20.9 6.15 "H10" 19 2.08386659841747 2.6
"124045" "H800" 19.1 5.1 "H10" 21.6 "H394" 27.35 4.3 "H10" 12 8.28869712319132 9.6
"124046" "H800" 19.1 5.1 "H10" 21.6 "H395" 27.7 4.1 "H10" 12 8.65794432876534 9.6
"124047" "H800" 19.1 5.1 "H10" 21.6 "H396" 30.3 5.6 "H10" 10.7 11.2111551590369 10.9
"124048" "H800" 19.1 5.1 "H10" 21.6 "H397" 28.8 0 "H10" 11.3 10.959014554238 10.3
"124049" "H800" 19.1 5.1 "H10" 21.6 "H398" 3.3 5.6 "H10" 24 15.8079094126959 2.4
"124050" "H800" 19.1 5.1 "H10" 21.6 "H399" 17.9 4.55 "H10" 19.9 1.32003787824441 1.7
"124148" "H800" 19.1 5.1 "H10" 21.6 "H801" 2.75 -0.85 "H10" 19.4 17.398994223805 2.2
"124149" "H800" 19.1 5.1 "H10" 21.6 "H802" 2.3 -1.05 "H10" 16.6 17.8902906628148 5
"124150" "H800" 19.1 5.1 "H10" 21.6 "H803" 6.55 9.6 "H10" 20 13.3323853829688 1.6
"124151" "H800" 19.1 5.1 "H10" 21.6 "H804" 9.65 6 "H10" 20.2 9.49276039937805 1.4
"124152" "H800" 19.1 5.1 "H10" 21.6 "H805" 19.8 5.2 "H10" 20.4 0.707106781186547 1.2
"124442" "H801" 2.75 -0.85 "H10" 19.4 "H376" 1 0 "H10" 25.2 1.94550764583437 5.8
"124443" "H801" 2.75 -0.85 "H10" 19.4 "H377" 1.3 0.35 "H10" 20.7 1.88215302247187 1.3
"124444" "H801" 2.75 -0.85 "H10" 19.4 "H378" 1.1 -0.6 "H10" 24.3 1.66883192682786 4.9
"124445" "H801" 2.75 -0.85 "H10" 19.4 "H379" 2.25 -0.5 "H10" 20 0.610327780786685 0.600000000000001
"124447" "H801" 2.75 -0.85 "H10" 19.4 "H380" 2.2 -0.4 "H10" 19.7 0.710633520177595 0.300000000000001
"124448" "H801" 2.75 -0.85 "H10" 19.4 "H381" 1.1 1.65 "H10" 19.5 2.99541316015003 0.100000000000001
"124449" "H801" 2.75 -0.85 "H10" 19.4 "H382" 6.05 3.6 "H10" 17.6 5.54008122684135 1.8
"124450" "H801" 2.75 -0.85 "H10" 19.4 "H383" 14.5 2.05 "H10" 21 12.1025823690649 1.6
"124451" "H801" 2.75 -0.85 "H10" 19.4 "H384" 14.5 1.55 "H10" 22.4 11.992601886163 3
"124452" "H801" 2.75 -0.85 "H10" 19.4 "H385" 15.2 2.5 "H10" 26.6 12.8928274633612 7.2
"124453" "H801" 2.75 -0.85 "H10" 19.4 "H386" 15.8 2.85 "H10" 23.5 13.5643835097656 4.1
"124454" "H801" 2.75 -0.85 "H10" 19.4 "H387" 14.55 5.6 "H10" 25.3 13.4477693317516 5.9
"124455" "H801" 2.75 -0.85 "H10" 19.4 "H388" 17.88 6.5 "H10" 22.3 16.8208025967847 2.9
"124456" "H801" 2.75 -0.85 "H10" 19.4 "H389" 18.1 5.45 "H10" 22.4 16.5925435060451 3
