"id.x" "x.x" "y.x" "plot.x" "temp1.x" "id.y" "x.y" "y.y" "plot.y" "temp1.y" "dist" "temp_diff"
"23852" "H1154" 0.9 2.7 "HC6" 7.2 "H1179" 22.7 9.6 "HC6" 8.7 22.8659134958567 1.5
"23853" "H1154" 0.9 2.7 "HC6" 7.2 "H1180" 26.8 4.5 "HC6" 8 25.9624729176556 0.8
"23854" "H1154" 0.9 2.7 "HC6" 7.2 "H1181" 26.7 6.1 "HC6" 8 26.0230666909187 0.8
"23855" "H1154" 0.9 2.7 "HC6" 7.2 "H1182" 26.2 1.4 "HC6" 8.2 25.3333771929445 0.999999999999999
"23856" "H1154" 0.9 2.7 "HC6" 7.2 "H1183" 26.5 1.25 "HC6" 7.7 25.6410315705121 0.5
"24244" "H1155" 0.4 3.9 "HC6" 7 "H1154" 0.9 2.7 "HC6" 7.2 1.3 0.2
"24246" "H1155" 0.4 3.9 "HC6" 7 "H1156" 2.1 4.65 "HC6" 7.4 1.8580904176062 0.4
"24247" "H1155" 0.4 3.9 "HC6" 7 "H1157" 3.1 4.5 "HC6" 7 2.76586333718787 0
"24248" "H1155" 0.4 3.9 "HC6" 7 "H1158" 4.6 6.35 "HC6" 7 4.86235539630743 0
"24249" "H1155" 0.4 3.9 "HC6" 7 "H1159" 4.5 7.4 "HC6" 7 5.39073278877742 0
"24250" "H1155" 0.4 3.9 "HC6" 7 "H1160" 2.8 9.4 "HC6" 6.6 6.000833275471 0.4
"24251" "H1155" 0.4 3.9 "HC6" 7 "H1161" 5.7 6 "HC6" 7 5.70087712549569 0
"24252" "H1155" 0.4 3.9 "HC6" 7 "H1162" 3.9 2.2 "HC6" 7.4 3.89101529166874 0.4
"24253" "H1155" 0.4 3.9 "HC6" 7 "H1163" 6.7 4.05 "HC6" 6.7 6.30178546128 0.3
"24254" "H1155" 0.4 3.9 "HC6" 7 "H1164" 8.1 3.5 "HC6" 6.7 7.71038261048049 0.3
"24255" "H1155" 0.4 3.9 "HC6" 7 "H1165" 8 2.5 "HC6" 7.1 7.72787163454466 0.0999999999999996
"24256" "H1155" 0.4 3.9 "HC6" 7 "H1166" 9.05 1.6 "HC6" 6.7 8.95055864178321 0.3
"24257" "H1155" 0.4 3.9 "HC6" 7 "H1167" 9.25 1.45 "HC6" 7 9.18286447683946 0
"24258" "H1155" 0.4 3.9 "HC6" 7 "H1168" 9.7 -0.85 "HC6" 7 10.4428205002289 0
"24259" "H1155" 0.4 3.9 "HC6" 7 "H1169" 10.45 -1.7 "HC6" 7.1 11.5048902645788 0.0999999999999996
"24260" "H1155" 0.4 3.9 "HC6" 7 "H1170" 11.3 0.5 "HC6" 7 11.4179682956295 0
"24261" "H1155" 0.4 3.9 "HC6" 7 "H1171" 11.4 4.95 "HC6" 7.2 11.05 0.2
"24262" "H1155" 0.4 3.9 "HC6" 7 "H1172" 11.6 5.25 "HC6" 7.2 11.2810682118317 0.2
"24263" "H1155" 0.4 3.9 "HC6" 7 "H1173" 11.9 6.9 "HC6" 7.1 11.8848643240047 0.0999999999999996
"24264" "H1155" 0.4 3.9 "HC6" 7 "H1174" 14.4 8.5 "HC6" 6.7 14.7363496158309 0.3
"24265" "H1155" 0.4 3.9 "HC6" 7 "H1175" 14 9.8 "HC6" 7.4 14.8246416482828 0.4
"24266" "H1155" 0.4 3.9 "HC6" 7 "H1176" 15.7 2.3 "HC6" 7.1 15.3834326468445 0.0999999999999996
"24267" "H1155" 0.4 3.9 "HC6" 7 "H1177" 19.3 2.7 "HC6" 7.3 18.938056922504 0.3
"24268" "H1155" 0.4 3.9 "HC6" 7 "H1178" 20.1 7.5 "HC6" 7.6 20.0262327960103 0.6
"24269" "H1155" 0.4 3.9 "HC6" 7 "H1179" 22.7 9.6 "HC6" 8.7 23.0169502758293 1.7
"24270" "H1155" 0.4 3.9 "HC6" 7 "H1180" 26.8 4.5 "HC6" 8 26.4068173015985 1
"24271" "H1155" 0.4 3.9 "HC6" 7 "H1181" 26.7 6.1 "HC6" 8 26.3918548040868 1
"24272" "H1155" 0.4 3.9 "HC6" 7 "H1182" 26.2 1.4 "HC6" 8.2 25.920841035738 1.2
"24273" "H1155" 0.4 3.9 "HC6" 7 "H1183" 26.5 1.25 "HC6" 7.7 26.2341857125393 0.7
"24661" "H1156" 2.1 4.65 "HC6" 7.4 "H1154" 0.9 2.7 "HC6" 7.2 2.28965062837106 0.2
"24662" "H1156" 2.1 4.65 "HC6" 7.4 "H1155" 0.4 3.9 "HC6" 7 1.8580904176062 0.4
"24664" "H1156" 2.1 4.65 "HC6" 7.4 "H1157" 3.1 4.5 "HC6" 7 1.01118742080783 0.4
"24665" "H1156" 2.1 4.65 "HC6" 7.4 "H1158" 4.6 6.35 "HC6" 7 3.02324329156619 0.4
"24666" "H1156" 2.1 4.65 "HC6" 7.4 "H1159" 4.5 7.4 "HC6" 7 3.65 0.4
"24667" "H1156" 2.1 4.65 "HC6" 7.4 "H1160" 2.8 9.4 "HC6" 6.6 4.80130190677487 0.800000000000001
"24668" "H1156" 2.1 4.65 "HC6" 7.4 "H1161" 5.7 6 "HC6" 7 3.84480168539289 0.4
"24669" "H1156" 2.1 4.65 "HC6" 7.4 "H1162" 3.9 2.2 "HC6" 7.4 3.04014802271205 0
"24670" "H1156" 2.1 4.65 "HC6" 7.4 "H1163" 6.7 4.05 "HC6" 6.7 4.63896540189728 0.7
"24671" "H1156" 2.1 4.65 "HC6" 7.4 "H1164" 8.1 3.5 "HC6" 6.7 6.10921435210781 0.7
"24672" "H1156" 2.1 4.65 "HC6" 7.4 "H1165" 8 2.5 "HC6" 7.1 6.27953023720724 0.300000000000001
"24673" "H1156" 2.1 4.65 "HC6" 7.4 "H1166" 9.05 1.6 "HC6" 6.7 7.58979578117883 0.7
"24674" "H1156" 2.1 4.65 "HC6" 7.4 "H1167" 9.25 1.45 "HC6" 7 7.83342198531395 0.4
"24675" "H1156" 2.1 4.65 "HC6" 7.4 "H1168" 9.7 -0.85 "HC6" 7 9.38136450629651 0.4
"24676" "H1156" 2.1 4.65 "HC6" 7.4 "H1169" 10.45 -1.7 "HC6" 7.1 10.4902335531674 0.300000000000001
"24677" "H1156" 2.1 4.65 "HC6" 7.4 "H1170" 11.3 0.5 "HC6" 7 10.0926953783417 0.4
"24678" "H1156" 2.1 4.65 "HC6" 7.4 "H1171" 11.4 4.95 "HC6" 7.2 9.30483745156249 0.2
"24679" "H1156" 2.1 4.65 "HC6" 7.4 "H1172" 11.6 5.25 "HC6" 7.2 9.51892851112981 0.2
"24680" "H1156" 2.1 4.65 "HC6" 7.4 "H1173" 11.9 6.9 "HC6" 7.1 10.0549738935514 0.300000000000001
"24681" "H1156" 2.1 4.65 "HC6" 7.4 "H1174" 14.4 8.5 "HC6" 6.7 12.8884638339874 0.7
"24682" "H1156" 2.1 4.65 "HC6" 7.4 "H1175" 14 9.8 "HC6" 7.4 12.9665916878723 0
"24683" "H1156" 2.1 4.65 "HC6" 7.4 "H1176" 15.7 2.3 "HC6" 7.1 13.8015397691707 0.300000000000001
"24684" "H1156" 2.1 4.65 "HC6" 7.4 "H1177" 19.3 2.7 "HC6" 7.3 17.3101848632532 0.100000000000001
"24685" "H1156" 2.1 4.65 "HC6" 7.4 "H1178" 20.1 7.5 "HC6" 7.6 18.224228378727 0.199999999999999
"24686" "H1156" 2.1 4.65 "HC6" 7.4 "H1179" 22.7 9.6 "HC6" 8.7 21.1863753388823 1.3
"24687" "H1156" 2.1 4.65 "HC6" 7.4 "H1180" 26.8 4.5 "HC6" 8 24.7004554613878 0.6
"24688" "H1156" 2.1 4.65 "HC6" 7.4 "H1181" 26.7 6.1 "HC6" 8 24.6426966868482 0.6
"24689" "H1156" 2.1 4.65 "HC6" 7.4 "H1182" 26.2 1.4 "HC6" 8.2 24.3181516567358 0.799999999999999
"24690" "H1156" 2.1 4.65 "HC6" 7.4 "H1183" 26.5 1.25 "HC6" 7.7 24.6357463860951 0.3
"25078" "H1157" 3.1 4.5 "HC6" 7 "H1154" 0.9 2.7 "HC6" 7.2 2.84253408071038 0.2
"25079" "H1157" 3.1 4.5 "HC6" 7 "H1155" 0.4 3.9 "HC6" 7 2.76586333718787 0
"25080" "H1157" 3.1 4.5 "HC6" 7 "H1156" 2.1 4.65 "HC6" 7.4 1.01118742080783 0.4
"25082" "H1157" 3.1 4.5 "HC6" 7 "H1158" 4.6 6.35 "HC6" 7 2.38170107276291 0
"25083" "H1157" 3.1 4.5 "HC6" 7 "H1159" 4.5 7.4 "HC6" 7 3.22024843762092 0
"25084" "H1157" 3.1 4.5 "HC6" 7 "H1160" 2.8 9.4 "HC6" 6.6 4.90917508345343 0.4
"25085" "H1157" 3.1 4.5 "HC6" 7 "H1161" 5.7 6 "HC6" 7 3.00166620396073 0
"25086" "H1157" 3.1 4.5 "HC6" 7 "H1162" 3.9 2.2 "HC6" 7.4 2.43515913237718 0.4
"25087" "H1157" 3.1 4.5 "HC6" 7 "H1163" 6.7 4.05 "HC6" 6.7 3.62801598673435 0.3
"25088" "H1157" 3.1 4.5 "HC6" 7 "H1164" 8.1 3.5 "HC6" 6.7 5.09901951359278 0.3
"25089" "H1157" 3.1 4.5 "HC6" 7 "H1165" 8 2.5 "HC6" 7.1 5.2924474489597 0.0999999999999996
"25090" "H1157" 3.1 4.5 "HC6" 7 "H1166" 9.05 1.6 "HC6" 6.7 6.61910114743686 0.3
"25091" "H1157" 3.1 4.5 "HC6" 7 "H1167" 9.25 1.45 "HC6" 7 6.86476510887299 0
"25092" "H1157" 3.1 4.5 "HC6" 7 "H1168" 9.7 -0.85 "HC6" 7 8.49602848394472 0
"25093" "H1157" 3.1 4.5 "HC6" 7 "H1169" 10.45 -1.7 "HC6" 7.1 9.61574230103948 0.0999999999999996
"25094" "H1157" 3.1 4.5 "HC6" 7 "H1170" 11.3 0.5 "HC6" 7 9.12359578236564 0
"25095" "H1157" 3.1 4.5 "HC6" 7 "H1171" 11.4 4.95 "HC6" 7.2 8.31218984383779 0.2
"25096" "H1157" 3.1 4.5 "HC6" 7 "H1172" 11.6 5.25 "HC6" 7.2 8.53302408293801 0.2
"25097" "H1157" 3.1 4.5 "HC6" 7 "H1173" 11.9 6.9 "HC6" 7.1 9.1214034007931 0.0999999999999996
"25098" "H1157" 3.1 4.5 "HC6" 7 "H1174" 14.4 8.5 "HC6" 6.7 11.9870763741623 0.3
"25099" "H1157" 3.1 4.5 "HC6" 7 "H1175" 14 9.8 "HC6" 7.4 12.1202310209006 0.4
"25100" "H1157" 3.1 4.5 "HC6" 7 "H1176" 15.7 2.3 "HC6" 7.1 12.7906215642556 0.0999999999999996
"25101" "H1157" 3.1 4.5 "HC6" 7 "H1177" 19.3 2.7 "HC6" 7.3 16.2996932486474 0.3
"25102" "H1157" 3.1 4.5 "HC6" 7 "H1178" 20.1 7.5 "HC6" 7.6 17.2626765016321 0.6
"25103" "H1157" 3.1 4.5 "HC6" 7 "H1179" 22.7 9.6 "HC6" 8.7 20.2526541470495 1.7
"25104" "H1157" 3.1 4.5 "HC6" 7 "H1180" 26.8 4.5 "HC6" 8 23.7 1
"25105" "H1157" 3.1 4.5 "HC6" 7 "H1181" 26.7 6.1 "HC6" 8 23.654175107156 1
"25106" "H1157" 3.1 4.5 "HC6" 7 "H1182" 26.2 1.4 "HC6" 8.2 23.307080469248 1.2
"25107" "H1157" 3.1 4.5 "HC6" 7 "H1183" 26.5 1.25 "HC6" 7.7 23.6246163990021 0.7
"25495" "H1158" 4.6 6.35 "HC6" 7 "H1154" 0.9 2.7 "HC6" 7.2 5.19735509658519 0.2
"25496" "H1158" 4.6 6.35 "HC6" 7 "H1155" 0.4 3.9 "HC6" 7 4.86235539630743 0
"25497" "H1158" 4.6 6.35 "HC6" 7 "H1156" 2.1 4.65 "HC6" 7.4 3.02324329156619 0.4
"25498" "H1158" 4.6 6.35 "HC6" 7 "H1157" 3.1 4.5 "HC6" 7 2.38170107276291 0
"25500" "H1158" 4.6 6.35 "HC6" 7 "H1159" 4.5 7.4 "HC6" 7 1.05475115548645 0
"25501" "H1158" 4.6 6.35 "HC6" 7 "H1160" 2.8 9.4 "HC6" 6.6 3.54153921339296 0.4
"25502" "H1158" 4.6 6.35 "HC6" 7 "H1161" 5.7 6 "HC6" 7 1.15433963806152 0
"25503" "H1158" 4.6 6.35 "HC6" 7 "H1162" 3.9 2.2 "HC6" 7.4 4.20862210230379 0.4
"25504" "H1158" 4.6 6.35 "HC6" 7 "H1163" 6.7 4.05 "HC6" 6.7 3.11448230047949 0.3
"25505" "H1158" 4.6 6.35 "HC6" 7 "H1164" 8.1 3.5 "HC6" 6.7 4.513590588434 0.3
"25506" "H1158" 4.6 6.35 "HC6" 7 "H1165" 8 2.5 "HC6" 7.1 5.13638978271704 0.0999999999999996
"25507" "H1158" 4.6 6.35 "HC6" 7 "H1166" 9.05 1.6 "HC6" 6.7 6.50884014245242 0.3
"25508" "H1158" 4.6 6.35 "HC6" 7 "H1167" 9.25 1.45 "HC6" 7 6.75518319514726 0
"25509" "H1158" 4.6 6.35 "HC6" 7 "H1168" 9.7 -0.85 "HC6" 7 8.82326470191165 0
"25510" "H1158" 4.6 6.35 "HC6" 7 "H1169" 10.45 -1.7 "HC6" 7.1 9.95113058903359 0.0999999999999996
"25511" "H1158" 4.6 6.35 "HC6" 7 "H1170" 11.3 0.5 "HC6" 7 8.89452078529248 0
"25512" "H1158" 4.6 6.35 "HC6" 7 "H1171" 11.4 4.95 "HC6" 7.2 6.94262198308391 0.2
"25513" "H1158" 4.6 6.35 "HC6" 7 "H1172" 11.6 5.25 "HC6" 7.2 7.08590149522275 0.2
"25514" "H1158" 4.6 6.35 "HC6" 7 "H1173" 11.9 6.9 "HC6" 7.1 7.32068985820326 0.0999999999999996
"25515" "H1158" 4.6 6.35 "HC6" 7 "H1174" 14.4 8.5 "HC6" 6.7 10.0330703177043 0.3
"25516" "H1158" 4.6 6.35 "HC6" 7 "H1175" 14 9.8 "HC6" 7.4 10.0131163980052 0.4
"25517" "H1158" 4.6 6.35 "HC6" 7 "H1176" 15.7 2.3 "HC6" 7.1 11.8157733559848 0.0999999999999996
"25518" "H1158" 4.6 6.35 "HC6" 7 "H1177" 19.3 2.7 "HC6" 7.3 15.1463692018913 0.3
"25519" "H1158" 4.6 6.35 "HC6" 7 "H1178" 20.1 7.5 "HC6" 7.6 15.5426027421407 0.6
"25520" "H1158" 4.6 6.35 "HC6" 7 "H1179" 22.7 9.6 "HC6" 8.7 18.3894670939644 1.7
"25521" "H1158" 4.6 6.35 "HC6" 7 "H1180" 26.8 4.5 "HC6" 8 22.2769499707657 1
"25522" "H1158" 4.6 6.35 "HC6" 7 "H1181" 26.7 6.1 "HC6" 8 22.1014139819153 1
"25523" "H1158" 4.6 6.35 "HC6" 7 "H1182" 26.2 1.4 "HC6" 8.2 22.1599300540412 1.2
"25524" "H1158" 4.6 6.35 "HC6" 7 "H1183" 26.5 1.25 "HC6" 7.7 22.4859956417322 0.7
"25912" "H1159" 4.5 7.4 "HC6" 7 "H1154" 0.9 2.7 "HC6" 7.2 5.92030404624627 0.2
"25913" "H1159" 4.5 7.4 "HC6" 7 "H1155" 0.4 3.9 "HC6" 7 5.39073278877742 0
"25914" "H1159" 4.5 7.4 "HC6" 7 "H1156" 2.1 4.65 "HC6" 7.4 3.65 0.4
"25915" "H1159" 4.5 7.4 "HC6" 7 "H1157" 3.1 4.5 "HC6" 7 3.22024843762092 0
"25916" "H1159" 4.5 7.4 "HC6" 7 "H1158" 4.6 6.35 "HC6" 7 1.05475115548645 0
"25918" "H1159" 4.5 7.4 "HC6" 7 "H1160" 2.8 9.4 "HC6" 6.6 2.62488094968134 0.4
"25919" "H1159" 4.5 7.4 "HC6" 7 "H1161" 5.7 6 "HC6" 7 1.84390889145858 0
"25920" "H1159" 4.5 7.4 "HC6" 7 "H1162" 3.9 2.2 "HC6" 7.4 5.23450093132096 0.4
"25921" "H1159" 4.5 7.4 "HC6" 7 "H1163" 6.7 4.05 "HC6" 6.7 4.00780488547035 0.3
"25922" "H1159" 4.5 7.4 "HC6" 7 "H1164" 8.1 3.5 "HC6" 6.7 5.30754180388624 0.3
"25923" "H1159" 4.5 7.4 "HC6" 7 "H1165" 8 2.5 "HC6" 7.1 6.02162768692984 0.0999999999999996
"25924" "H1159" 4.5 7.4 "HC6" 7 "H1166" 9.05 1.6 "HC6" 6.7 7.37173656610164 0.3
"25925" "H1159" 4.5 7.4 "HC6" 7 "H1167" 9.25 1.45 "HC6" 7 7.61347489652393 0
"25926" "H1159" 4.5 7.4 "HC6" 7 "H1168" 9.7 -0.85 "HC6" 7 9.7520510663142 0
"25927" "H1159" 4.5 7.4 "HC6" 7 "H1169" 10.45 -1.7 "HC6" 7.1 10.8725571969063 0.0999999999999996
"25928" "H1159" 4.5 7.4 "HC6" 7 "H1170" 11.3 0.5 "HC6" 7 9.68762096698669 0
"25929" "H1159" 4.5 7.4 "HC6" 7 "H1171" 11.4 4.95 "HC6" 7.2 7.32205572226817 0.2
"25930" "H1159" 4.5 7.4 "HC6" 7 "H1172" 11.6 5.25 "HC6" 7.2 7.41838931305172 0.2
"25931" "H1159" 4.5 7.4 "HC6" 7 "H1173" 11.9 6.9 "HC6" 7.1 7.41687265631546 0.0999999999999996
"25932" "H1159" 4.5 7.4 "HC6" 7 "H1174" 14.4 8.5 "HC6" 6.7 9.96092365195116 0.3
"25933" "H1159" 4.5 7.4 "HC6" 7 "H1175" 14 9.8 "HC6" 7.4 9.79846926820715 0.4
"25934" "H1159" 4.5 7.4 "HC6" 7 "H1176" 15.7 2.3 "HC6" 7.1 12.3065023463208 0.0999999999999996
"25935" "H1159" 4.5 7.4 "HC6" 7 "H1177" 19.3 2.7 "HC6" 7.3 15.5283611498445 0.3
"25936" "H1159" 4.5 7.4 "HC6" 7 "H1178" 20.1 7.5 "HC6" 7.6 15.600320509528 0.6
"25937" "H1159" 4.5 7.4 "HC6" 7 "H1179" 22.7 9.6 "HC6" 8.7 18.3324848288496 1.7
"25938" "H1159" 4.5 7.4 "HC6" 7 "H1180" 26.8 4.5 "HC6" 8 22.4877744563574 1
"25939" "H1159" 4.5 7.4 "HC6" 7 "H1181" 26.7 6.1 "HC6" 8 22.2380304883324 1
"25940" "H1159" 4.5 7.4 "HC6" 7 "H1182" 26.2 1.4 "HC6" 8.2 22.5142177301367 1.2
"25941" "H1159" 4.5 7.4 "HC6" 7 "H1183" 26.5 1.25 "HC6" 7.7 22.8434345053453 0.7
"26329" "H1160" 2.8 9.4 "HC6" 6.6 "H1154" 0.9 2.7 "HC6" 7.2 6.96419413859206 0.600000000000001
"26330" "H1160" 2.8 9.4 "HC6" 6.6 "H1155" 0.4 3.9 "HC6" 7 6.000833275471 0.4
"26331" "H1160" 2.8 9.4 "HC6" 6.6 "H1156" 2.1 4.65 "HC6" 7.4 4.80130190677487 0.800000000000001
"26332" "H1160" 2.8 9.4 "HC6" 6.6 "H1157" 3.1 4.5 "HC6" 7 4.90917508345343 0.4
"26333" "H1160" 2.8 9.4 "HC6" 6.6 "H1158" 4.6 6.35 "HC6" 7 3.54153921339296 0.4
"26334" "H1160" 2.8 9.4 "HC6" 6.6 "H1159" 4.5 7.4 "HC6" 7 2.62488094968134 0.4
"26336" "H1160" 2.8 9.4 "HC6" 6.6 "H1161" 5.7 6 "HC6" 7 4.46878059430087 0.4
"26337" "H1160" 2.8 9.4 "HC6" 6.6 "H1162" 3.9 2.2 "HC6" 7.4 7.28354309385206 0.800000000000001
"26338" "H1160" 2.8 9.4 "HC6" 6.6 "H1163" 6.7 4.05 "HC6" 6.7 6.62061175421124 0.100000000000001
"26339" "H1160" 2.8 9.4 "HC6" 6.6 "H1164" 8.1 3.5 "HC6" 6.7 7.93095202355934 0.100000000000001
"26340" "H1160" 2.8 9.4 "HC6" 6.6 "H1165" 8 2.5 "HC6" 7.1 8.64002314811714 0.5
"26341" "H1160" 2.8 9.4 "HC6" 6.6 "H1166" 9.05 1.6 "HC6" 6.7 9.99512381113911 0.100000000000001
"26342" "H1160" 2.8 9.4 "HC6" 6.6 "H1167" 9.25 1.45 "HC6" 7 10.2374313184509 0.4
"26343" "H1160" 2.8 9.4 "HC6" 6.6 "H1168" 9.7 -0.85 "HC6" 7 12.3560713821182 0.4
"26344" "H1160" 2.8 9.4 "HC6" 6.6 "H1169" 10.45 -1.7 "HC6" 7.1 13.4808197080148 0.5
"26345" "H1160" 2.8 9.4 "HC6" 6.6 "H1170" 11.3 0.5 "HC6" 7 12.3069086288962 0.4
"26346" "H1160" 2.8 9.4 "HC6" 6.6 "H1171" 11.4 4.95 "HC6" 7.2 9.68310384122777 0.600000000000001
"26347" "H1160" 2.8 9.4 "HC6" 6.6 "H1172" 11.6 5.25 "HC6" 7.2 9.72946555572299 0.600000000000001
"26348" "H1160" 2.8 9.4 "HC6" 6.6 "H1173" 11.9 6.9 "HC6" 7.1 9.43716058992322 0.5
"26349" "H1160" 2.8 9.4 "HC6" 6.6 "H1174" 14.4 8.5 "HC6" 6.7 11.6348614087148 0.100000000000001
"26350" "H1160" 2.8 9.4 "HC6" 6.6 "H1175" 14 9.8 "HC6" 7.4 11.2071405808975 0.800000000000001
"26351" "H1160" 2.8 9.4 "HC6" 6.6 "H1176" 15.7 2.3 "HC6" 7.1 14.7248089970634 0.5
"26352" "H1160" 2.8 9.4 "HC6" 6.6 "H1177" 19.3 2.7 "HC6" 7.3 17.8084249724674 0.7
"26353" "H1160" 2.8 9.4 "HC6" 6.6 "H1178" 20.1 7.5 "HC6" 7.6 17.4040225235432 1
"26354" "H1160" 2.8 9.4 "HC6" 6.6 "H1179" 22.7 9.6 "HC6" 8.7 19.9010049997481 2.1
"26355" "H1160" 2.8 9.4 "HC6" 6.6 "H1180" 26.8 4.5 "HC6" 8 24.4951015511265 1.4
"26356" "H1160" 2.8 9.4 "HC6" 6.6 "H1181" 26.7 6.1 "HC6" 8 24.1267486412902 1.4
"26357" "H1160" 2.8 9.4 "HC6" 6.6 "H1182" 26.2 1.4 "HC6" 8.2 24.7297391818029 1.6
"26358" "H1160" 2.8 9.4 "HC6" 6.6 "H1183" 26.5 1.25 "HC6" 7.7 25.0621726911296 1.1
"26746" "H1161" 5.7 6 "HC6" 7 "H1154" 0.9 2.7 "HC6" 7.2 5.82494635168428 0.2
"26747" "H1161" 5.7 6 "HC6" 7 "H1155" 0.4 3.9 "HC6" 7 5.70087712549569 0
"26748" "H1161" 5.7 6 "HC6" 7 "H1156" 2.1 4.65 "HC6" 7.4 3.84480168539289 0.4
"26749" "H1161" 5.7 6 "HC6" 7 "H1157" 3.1 4.5 "HC6" 7 3.00166620396073 0
"26750" "H1161" 5.7 6 "HC6" 7 "H1158" 4.6 6.35 "HC6" 7 1.15433963806152 0
"26751" "H1161" 5.7 6 "HC6" 7 "H1159" 4.5 7.4 "HC6" 7 1.84390889145858 0
"26752" "H1161" 5.7 6 "HC6" 7 "H1160" 2.8 9.4 "HC6" 6.6 4.46878059430087 0.4
"26754" "H1161" 5.7 6 "HC6" 7 "H1162" 3.9 2.2 "HC6" 7.4 4.20475920832573 0.4
"26755" "H1161" 5.7 6 "HC6" 7 "H1163" 6.7 4.05 "HC6" 6.7 2.19146070008111 0.3
"26756" "H1161" 5.7 6 "HC6" 7 "H1164" 8.1 3.5 "HC6" 6.7 3.46554469023269 0.3
"26757" "H1161" 5.7 6 "HC6" 7 "H1165" 8 2.5 "HC6" 7.1 4.18807831827438 0.0999999999999996
"26758" "H1161" 5.7 6 "HC6" 7 "H1166" 9.05 1.6 "HC6" 6.7 5.53014466356894 0.3
"26759" "H1161" 5.7 6 "HC6" 7 "H1167" 9.25 1.45 "HC6" 7 5.77104843161102 0
"26760" "H1161" 5.7 6 "HC6" 7 "H1168" 9.7 -0.85 "HC6" 7 7.93237038973849 0
"26761" "H1161" 5.7 6 "HC6" 7 "H1169" 10.45 -1.7 "HC6" 7.1 9.04723714732846 0.0999999999999996
"26762" "H1161" 5.7 6 "HC6" 7 "H1170" 11.3 0.5 "HC6" 7 7.84920378127616 0
"26763" "H1161" 5.7 6 "HC6" 7 "H1171" 11.4 4.95 "HC6" 7.2 5.7959037259085 0.2
"26764" "H1161" 5.7 6 "HC6" 7 "H1172" 11.6 5.25 "HC6" 7.2 5.947478457296 0.2
"26765" "H1161" 5.7 6 "HC6" 7 "H1173" 11.9 6.9 "HC6" 7.1 6.26498204307083 0.0999999999999996
"26766" "H1161" 5.7 6 "HC6" 7 "H1174" 14.4 8.5 "HC6" 6.7 9.05207158610668 0.3
"26767" "H1161" 5.7 6 "HC6" 7 "H1175" 14 9.8 "HC6" 7.4 9.12852671574116 0.4
"26768" "H1161" 5.7 6 "HC6" 7 "H1176" 15.7 2.3 "HC6" 7.1 10.6625512894429 0.0999999999999996
"26769" "H1161" 5.7 6 "HC6" 7 "H1177" 19.3 2.7 "HC6" 7.3 13.9946418317869 0.3
"26770" "H1161" 5.7 6 "HC6" 7 "H1178" 20.1 7.5 "HC6" 7.6 14.4779142144164 0.6
"26771" "H1161" 5.7 6 "HC6" 7 "H1179" 22.7 9.6 "HC6" 8.7 17.3769962881966 1.7
"26772" "H1161" 5.7 6 "HC6" 7 "H1180" 26.8 4.5 "HC6" 8 21.1532503412596 1
"26773" "H1161" 5.7 6 "HC6" 7 "H1181" 26.7 6.1 "HC6" 8 21.0002380938884 1
"26774" "H1161" 5.7 6 "HC6" 7 "H1182" 26.2 1.4 "HC6" 8.2 21.0097596368926 1.2
"26775" "H1161" 5.7 6 "HC6" 7 "H1183" 26.5 1.25 "HC6" 7.7 21.3354751528997 0.7
"27163" "H1162" 3.9 2.2 "HC6" 7.4 "H1154" 0.9 2.7 "HC6" 7.2 3.04138126514911 0.2
"27164" "H1162" 3.9 2.2 "HC6" 7.4 "H1155" 0.4 3.9 "HC6" 7 3.89101529166874 0.4
"27165" "H1162" 3.9 2.2 "HC6" 7.4 "H1156" 2.1 4.65 "HC6" 7.4 3.04014802271205 0
"27166" "H1162" 3.9 2.2 "HC6" 7.4 "H1157" 3.1 4.5 "HC6" 7 2.43515913237718 0.4
"27167" "H1162" 3.9 2.2 "HC6" 7.4 "H1158" 4.6 6.35 "HC6" 7 4.20862210230379 0.4
"27168" "H1162" 3.9 2.2 "HC6" 7.4 "H1159" 4.5 7.4 "HC6" 7 5.23450093132096 0.4
"27169" "H1162" 3.9 2.2 "HC6" 7.4 "H1160" 2.8 9.4 "HC6" 6.6 7.28354309385206 0.800000000000001
"27170" "H1162" 3.9 2.2 "HC6" 7.4 "H1161" 5.7 6 "HC6" 7 4.20475920832573 0.4
"27172" "H1162" 3.9 2.2 "HC6" 7.4 "H1163" 6.7 4.05 "HC6" 6.7 3.35596483890997 0.7
"27173" "H1162" 3.9 2.2 "HC6" 7.4 "H1164" 8.1 3.5 "HC6" 6.7 4.39658958739612 0.7
"27174" "H1162" 3.9 2.2 "HC6" 7.4 "H1165" 8 2.5 "HC6" 7.1 4.11096095821889 0.300000000000001
"27175" "H1162" 3.9 2.2 "HC6" 7.4 "H1166" 9.05 1.6 "HC6" 6.7 5.18483365210496 0.7
"27176" "H1162" 3.9 2.2 "HC6" 7.4 "H1167" 9.25 1.45 "HC6" 7 5.40231431888223 0.4
"27177" "H1162" 3.9 2.2 "HC6" 7.4 "H1168" 9.7 -0.85 "HC6" 7 6.55305272373113 0.4
"27178" "H1162" 3.9 2.2 "HC6" 7.4 "H1169" 10.45 -1.7 "HC6" 7.1 7.62315551461467 0.300000000000001
"27179" "H1162" 3.9 2.2 "HC6" 7.4 "H1170" 11.3 0.5 "HC6" 7 7.59275970909129 0.4
